10122 ,בעיות בפילוסופיה של המוסר ,הנחיה מקוונת 
10122 ,בעיות בפילוסופיה של המוסר ,ללא מפגשי הנחיה 
10948 ,בקרת איכות ,ללא מפגשי הנחיה 
10948 ,בקרת איכות ,תל אביב - קמפוס רמת אביב 
10948 ,בקרת איכות ,תל אביב - קמפוס רמת אביב 
10948 ,בקרת איכות ,תל אביב - ביס אליאנס 
10378 ,ג`יין אוסטן: גישות בביקורת הספרות ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,הנחיה מקוונת 
10664 ,ג`נוסייד (רצח עם) ,ללא מפגשי הנחיה 
10664 ,ג`נוסייד (רצח עם) ,נצרת - האוניברסיטה הפתוחה 
10664 ,ג`נוסייד (רצח עם) ,פתח תקוה - מכללת פתח תקוה 
10664 ,ג`נוסייד (רצח עם) ,רמת גן - מכללת רמת גן 
10664 ,ג`נוסייד (רצח עם) ,רמת גן - מכללת רמת גן 
10664 ,ג`נוסייד (רצח עם) ,באר שבע - קמפוס בית יציב 
10664 ,ג`נוסייד (רצח עם) ,עכו - שלוחת המכללה למדעי הספורט 
10664 ,ג`נוסייד (רצח עם) ,אשדוד - מכללת אשדוד 
12019 ,"ג`נוסייד, פוליטיקה וזיכרון ",ירושלים - קמפוס ירושלים בגן הטכנולוגי 
12019 ,"ג`נוסייד, פוליטיקה וזיכרון ",תל אביב - קמפוס רמת אביב 
14209 ,"גוף ותרבות: מסורות, שאלות, בעיות ",תל אביב - קמפוס רמת אביב 
10107 ,גיבור ואנטי-גיבור ברומן המודרני ,הנחיה מקוונת 
10107 ,גיבור ואנטי-גיבור ברומן המודרני ,הנחיה מקוונת 
10107 ,גיבור ואנטי-גיבור ברומן המודרני ,ללא מפגשי הנחיה 
14005 ,גישות בתכנון ובהערכה של מערכות למידה ,הנחיה מקוונת 
20248 ,גלים ואופטיקה ,הנחיה מקוונת 
20248 ,גלים ואופטיקה ,ללא מפגשי הנחיה 
20495 ,גנטיקה א ,הנחיה מקוונת 
20495 ,גנטיקה א ,תל אביב - קמפוס רמת אביב 
20495 ,גנטיקה א ,תל אביב - ביס אליאנס 
20468 ,גנטיקה של האדם: היבטים רפואיים ואתיים ,הנחיה מקוונת 
20468 ,גנטיקה של האדם: היבטים רפואיים ואתיים ,הנחיה מקוונת 
20468 ,גנטיקה של האדם: היבטים רפואיים ואתיים ,ללא מפגשי הנחיה 
10910 ,דוחות כספיים מאוחדים ,הנחיה מקוונת 
,,
10910 ,דוחות כספיים מאוחדים ,הנחיה מקוונת 
,,
10910 ,דוחות כספיים מאוחדים ,הנחיה מקוונת 
,,
10991 ,דיגיטליות בתרבות ובחיי היומיום ,ללא מפגשי הנחיה 
10991 ,דיגיטליות בתרבות ובחיי היומיום ,תל אביב - ביס אליאנס 
10991 ,דיגיטליות בתרבות ובחיי היומיום ,תל אביב - ביס אליאנס 
10991 ,דיגיטליות בתרבות ובחיי היומיום ,רמת גן - מכללת רמת גן 
13042 ,דיני הסחר הבין-לאומי ,הנחיה מקוונת 
10800 ,דיני חוזים ,הנחיה מקוונת 
10800 ,דיני חוזים ,הנחיה מקוונת 
10800 ,דיני חוזים ,הנחיה מקוונת 
10800 ,דיני חוזים ,הנחיה מקוונת 
10800 ,דיני חוזים ,ללא מפגשי הנחיה 
10800 ,דיני חוזים ,דעת ירושלים 
10800 ,דיני חוזים ,תל אביב - קמפוס רמת אביב 
10800 ,דיני חוזים ,אשדוד - מכללת אשדוד 
10354 ,דיני עבודה ,הנחיה מקוונת 
10354 ,דיני עבודה ,הנחיה מקוונת 
10354 ,דיני עבודה ,ללא מפגשי הנחיה 
10354 ,דיני עבודה ,פתח תקוה - מכללת פתח תקוה 
10354 ,דיני עבודה ,תל אביב - ביס אליאנס 
10354 ,דיני עבודה ,רמת גן - מכללת רמת גן 
10900 ,דיני תאגידים ,הנחיה מקוונת 
10900 ,דיני תאגידים ,ללא מפגשי הנחיה 
10900 ,דיני תאגידים ,קבוצה ללא מפגשי הנחיה 
13018 ,דיני תאגידים למנהלים ,הנחיה מקוונת 
10724 ,דיני תקשורת ואתיקה עיתונאית בישראל ,הנחיה מקוונת 
10724 ,דיני תקשורת ואתיקה עיתונאית בישראל ,הנחיה מקוונת 
10724 ,דיני תקשורת ואתיקה עיתונאית בישראל ,ללא מפגשי הנחיה 
10724 ,דיני תקשורת ואתיקה עיתונאית בישראל ,רמת גן - מכללת רמת גן 
20557 ,דינמיקה מולקולרית של תהליכים כימיים ,ללא מפגשי הנחיה 
20557 ,דינמיקה מולקולרית של תהליכים כימיים ,תל אביב - קמפוס רמת אביב 
13017 ,דינמיקה של משא ומתן: מתאוריה ליישום ,הנחיה מקוונת 
12003 ,דמוקרטיה ודמוקרטיזציה ,תל אביב - קמפוס רמת אביב 
12037 ,דמוקרטיה ותקשורת: מבטים הדדיים ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
12037 ,דמוקרטיה ותקשורת: מבטים הדדיים ,מודיעין - המרכז הרב תחומי 
12037 ,דמוקרטיה ותקשורת: מבטים הדדיים ,אור יהודה - מכללת אור יהודה 
12037 ,דמוקרטיה ותקשורת: מבטים הדדיים ,תל אביב - קמפוס רמת אביב 
12016 ,"דמוקרטיה, גלובליזציה וביטחון ",חיפה - קמפוס חיפה בנמל 
12016 ,"דמוקרטיה, גלובליזציה וביטחון ",רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
12016 ,"דמוקרטיה, גלובליזציה וביטחון ",אילת - האוניברסיטה הפתוחה 
12001 ,דמוקרטיה: גישה רב-תחומית ,תל אביב - קמפוס רמת אביב 
10555 ,דת ומדינה: היבטים פילוסופיים ,ללא מפגשי הנחיה 
10555 ,דת ומדינה: היבטים פילוסופיים ,תל אביב - ביס אליאנס 
10801 ,"האיחוד האירופי:היסטוריה, מוסדות ומדיניות ",הנחיה מקוונת 
10801 ,"האיחוד האירופי:היסטוריה, מוסדות ומדיניות ",ללא מפגשי הנחיה 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,הנחיה מקוונת 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,ללא מפגשי הנחיה 
10751 ,האימפריה העות`מאנית: סוגיות נבחרות ,נצרת - האוניברסיטה הפתוחה 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,הנחיה מקוונת 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,ללא מפגשי הנחיה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ירושלים - המכללה הקהילתית בית חנינה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,טמרה - מרכז קהילתי 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,אום אל פחם - המרכז הקהילתי העירוני 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,בית ברל - המכללה הקהילתית 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,תל אביב - ביס אליאנס 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,באר שבע - קמפוס בית יציב 
10432 ,האסלאם: מבוא להיסטוריה של הדת (שפה – ערבית) ,עכו - שלוחת המכללה למדעי הספורט 
10432 ,האסלאם: מבוא להיסטוריה של הדת ,אילת - האוניברסיטה הפתוחה 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,חיפה - קמפוס חיפה בנמל 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,מודיעין - המרכז הרב תחומי 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
12002 ,הדמוקרטיה בישראל: סוגיות נבחרות ,אשדוד - מכללת אשדוד 
10829 ,הודו המודרנית בין עבר לעתיד ,הנחיה מקוונת 
10829 ,הודו המודרנית בין עבר לעתיד ,ללא מפגשי הנחיה 
10829 ,הודו המודרנית בין עבר לעתיד ,תל אביב - ביס אליאנס 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",הנחיה מקוונת 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",הנחיה מקוונת 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",הנחיה מקוונת 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",ללא מפגשי הנחיה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",ירושלים - שלוחת המכללה למדעי הספורט 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",מרכז הגולן 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",נצרת - האוניברסיטה הפתוחה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",חיפה - קמפוס חיפה בנמל 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",ואדי ערה - קמפוס ואדי ערה 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",באר שבע - קמפוס בית יציב 
10363 ,"הוראה: מקצוע, אומנות, אמנות? ",עכו - שלוחת המכללה למדעי הספורט 
10575 ,הזדהות עם קבוצות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10575 ,הזדהות עם קבוצות ,תל אביב - קמפוס רמת אביב 
10575 ,הזדהות עם קבוצות ,תל אביב - ביס אליאנס 
10575 ,הזדהות עם קבוצות ,רמת גן - מכללת רמת גן 
10657 ,החברה הערבית בישראל ,הנחיה מקוונת 
10657 ,החברה הערבית בישראל ,ללא מפגשי הנחיה 
10657 ,החברה הערבית בישראל ,סחנין - מרכז האוניברסיטה הפתוחה 
10657 ,החברה הערבית בישראל ,נצרת - האוניברסיטה הפתוחה 
10657 ,החברה הערבית בישראל ,חיפה - קמפוס חיפה בבית בירם 
10657 ,החברה הערבית בישראל ,ואדי ערה - קמפוס ואדי ערה 
10657 ,החברה הערבית בישראל ,עכו - שלוחת המכללה למדעי הספורט 
10657 ,החברה הערבית בישראל ,עכו - שלוחת המכללה למדעי הספורט 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,הנחיה מקוונת 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,ללא מפגשי הנחיה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,סחנין - מרכז האוניברסיטה הפתוחה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון ,המכללה הישראלית למדעי הספורט - סחנין 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,נצרת - האוניברסיטה הפתוחה 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,חיפה - קמפוס חיפה בבית בירם 
10154 ,החוויה התאטרונית: מבוא לדרמה ולתאטרון (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
