12004 ,מחאה כהשתתפות פוליטית ,ואדי ערה - קמפוס ואדי ערה 
12004 ,מחאה כהשתתפות פוליטית ,מודיעין - המרכז הרב תחומי 
12004 ,מחאה כהשתתפות פוליטית ,מודיעין - המרכז הרב תחומי 
12004 ,מחאה כהשתתפות פוליטית ,אשדוד - מכללת אשדוד 
10568 ,מטפורה בחשיבה החינוכית ,הנחיה מקוונת 
13035 ,מימון עסקי רב-לאומי ,הנחיה מקוונת 
20215 ,מכניקה ,הנחיה מקוונת 
20215 ,מכניקה ,תל אביב - ביס אליאנס 
20215 ,מכניקה ,באר שבע - קמפוס בית יציב 
10937 ,"מלך, מלוכה וממלכה: עיונים בהיסטוריה ",הנחיה מקוונת 
10937 ,"מלך, מלוכה וממלכה: עיונים בהיסטוריה ",ללא מפגשי הנחיה 
14015 ,ממידע לידע: מחיפוש מידע לבניית ידע ,הנחיה מקוונת 
10666 ,מסים א ,חיפה - קמפוס חיפה בבית בירם 
10666 ,מסים א ,תל אביב - קמפוס רמת אביב 
10666 ,מסים א ,תל אביב - ביס אליאנס 
10556 ,מסים ב ,הנחיה מקוונת 
10556 ,מסים ב ,הנחיה מקוונת 
10556 ,מסים ב ,חיפה והצפון - המכללה למינהל 
10556 ,מסים ב ,חיפה - קמפוס חיפה בבית בירם 
,,
20405 ,מעבדה בביוכימיה של חלבונים ,רעננה - האוניברסיטה הפתוחה ברעננה 
20236 ,מעבדה בביולוגיה של התא ,רעננה - האוניברסיטה הפתוחה ברעננה 
20418 ,מעבדה ביסודות הפיסיקה ,רעננה - האוניברסיטה הפתוחה ברעננה 
20439 ,מעבדה בכימיה אורגנית ,רעננה - האוניברסיטה הפתוחה ברעננה 
20463 ,מעבדה בכימיה אי-אורגנית ,רעננה - האוניברסיטה הפתוחה ברעננה 
20234 ,מעבדה בכימיה כללית ,רעננה - האוניברסיטה הפתוחה ברעננה 
20289 ,מעבדה בכימיה פיסיקלית ,רעננה - האוניברסיטה הפתוחה ברעננה 
20409 ,מעבדה בפיסיקה ב ,רעננה - האוניברסיטה הפתוחה ברעננה 
10376 ,"מעמד, מגדר ואתניות בחינוך: מבט סוציולוגי ",ללא מפגשי הנחיה 
10376 ,"מעמד, מגדר ואתניות בחינוך: מבט סוציולוגי ",תל אביב - ביס אליאנס 
20277 ,מערכות בסיסי-נתונים ,הנחיה מקוונת 
20277 ,מערכות בסיסי-נתונים ,מרכז י.נ.ר (ער) - ירושלים 
20277 ,מערכות בסיסי-נתונים ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
20277 ,מערכות בסיסי-נתונים ,חיפה - קמפוס חיפה בנמל 
20277 ,מערכות בסיסי-נתונים ,חיפה - קמפוס חיפה בבית בירם 
20277 ,מערכות בסיסי-נתונים ,ירושלים - בית ברכה 
20277 ,מערכות בסיסי-נתונים ,תל אביב - קמפוס רמת אביב 
20277 ,מערכות בסיסי-נתונים ,תל אביב - קמפוס רמת אביב 
20277 ,מערכות בסיסי-נתונים ,תל אביב - קמפוס רמת אביב 
20277 ,מערכות בסיסי-נתונים ,תל אביב - קמפוס רמת אביב 
20277 ,מערכות בסיסי-נתונים ,תל אביב - ביס אליאנס 
20277 ,מערכות בסיסי-נתונים ,תל אביב - ביס אליאנס 
20277 ,מערכות בסיסי-נתונים ,תל אביב - ביס אליאנס 
20277 ,מערכות בסיסי-נתונים ,תל אביב - ביס אליאנס 
20277 ,מערכות בסיסי-נתונים ,רמת גן - מכללת רמת גן 
20277 ,מערכות בסיסי-נתונים ,באר שבע - קמפוס בית יציב 
10596 ,מערכות מידע תחרותיות-אסטרטגיות ,הנחיה מקוונת 
10596 ,מערכות מידע תחרותיות-אסטרטגיות ,חיפה - קמפוס חיפה בנמל 
10596 ,מערכות מידע תחרותיות-אסטרטגיות ,תל אביב - קמפוס רמת אביב 
20272 ,מערכות ספרתיות ,הנחיה מקוונת 
20272 ,מערכות ספרתיות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
20272 ,מערכות ספרתיות ,חיפה - קמפוס חיפה בנמל 
20272 ,מערכות ספרתיות ,חיפה - קמפוס חיפה בבית בירם 
20272 ,מערכות ספרתיות ,רעננה - האוניברסיטה הפתוחה ברעננה 
20272 ,מערכות ספרתיות ,פתח תקוה - מכללת פתח תקוה 
20272 ,מערכות ספרתיות ,ירושלים - בית ברכה 
20272 ,מערכות ספרתיות ,תל אביב - קמפוס רמת אביב 
20272 ,מערכות ספרתיות ,תל אביב - קמפוס רמת אביב 
20272 ,מערכות ספרתיות ,תל אביב - ביס אליאנס 
20272 ,מערכות ספרתיות ,תל אביב - ביס אליאנס 
20272 ,מערכות ספרתיות ,תל אביב - ביס אליאנס 
20272 ,מערכות ספרתיות ,רמת גן - מכללת רמת גן 
20272 ,מערכות ספרתיות ,באר שבע - קמפוס בית יציב 
20272 ,מערכות ספרתיות ,רחובות - מכללת רחובות 
20272 ,מערכות ספרתיות ,אשדוד - מכללת אשדוד 
10793 ,מקרו כלכלה א ,הנחיה מקוונת 
10793 ,מקרו כלכלה א ,חיפה והצפון - המכללה למינהל 
10793 ,מקרו כלכלה א ,חיפה - קמפוס חיפה בבית בירם 
10793 ,מקרו כלכלה א ,תל אביב - קמפוס רמת אביב 
10793 ,מקרו כלכלה א ,תל אביב - קמפוס רמת אביב 
10794 ,מקרו כלכלה ב ,הנחיה מקוונת 
10794 ,מקרו כלכלה ב ,הנחיה מקוונת 
10794 ,מקרו כלכלה ב ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10794 ,מקרו כלכלה ב ,חיפה - קמפוס חיפה בבית בירם 
10794 ,מקרו כלכלה ב ,תל אביב - קמפוס רמת אביב 
10825 ,מרכז ושוליים: שיח זהויות בספרות הישראלית ,הנחיה מקוונת 
10825 ,מרכז ושוליים: שיח זהויות בספרות הישראלית ,ללא מפגשי הנחיה 
20280 ,משוואות דיפרנציאליות רגילות 1 ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,הנחיה מקוונת 
20476 ,מתמטיקה בדידה ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
20476 ,מתמטיקה בדידה ,חיפה - קמפוס חיפה בנמל 
,,
20476 ,מתמטיקה בדידה ,חיפה - קמפוס חיפה בבית בירם 
,,
20476 ,מתמטיקה בדידה ,פתח תקוה - מכללת פתח תקוה 
20476 ,מתמטיקה בדידה ,תל אביב - קמפוס רמת אביב 
20476 ,מתמטיקה בדידה ,תל אביב - קמפוס רמת אביב 
20476 ,מתמטיקה בדידה ,תל אביב - קמפוס רמת אביב 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,תל אביב - ביס אליאנס 
20476 ,מתמטיקה בדידה ,רמת גן - מכללת רמת גן 
20476 ,מתמטיקה בדידה ,רחובות - מכללת רחובות 
91415 ,מתמטיקה למוסמך במינהל עסקים ,הנחיה מקוונת 
95003 ,מתמטיקה קדם אקדמית ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
95003 ,מתמטיקה קדם אקדמית ,חיפה - קמפוס חיפה בבית בירם 
,,
95003 ,מתמטיקה קדם אקדמית ,תל אביב - קמפוס רמת אביב 
95003 ,מתמטיקה קדם אקדמית ,תל אביב - ביס אליאנס 
95003 ,מתמטיקה קדם אקדמית ,תל אביב - ביס אליאנס 
95003 ,מתמטיקה קדם אקדמית ,רמת גן - מכללת רמת גן 
95003 ,מתמטיקה קדם אקדמית ,ראשון לציון - מכללת ראשון לציון 
95003 ,מתמטיקה קדם אקדמית ,אשדוד - מכללת אשדוד 
20910 ,נושאים בכימיה חישובית ,רעננה - האוניברסיטה הפתוחה ברעננה 
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,הנחיה מקוונת 
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,חיפה והצפון - המכללה למינהל 
,,
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,חיפה - קמפוס חיפה בבית בירם 
,,
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,תל אביב - קמפוס רמת אביב 
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,תל אביב - ביס אליאנס 
10444 ,נושאים במתמטיקה לתלמידי מדעי החברה ,רמת גן - מכללת רמת גן 
20923 ,נושאים מתקדמים בתורת הגלים ,קבוצת קורס ארצית 
13013 ,נושאים נבחרים בהתנהגות צרכנים ,הנחיה מקוונת 
13013 ,נושאים נבחרים בהתנהגות צרכנים ,חיפה - קמפוס חיפה בבית בירם 
13013 ,נושאים נבחרים בהתנהגות צרכנים ,תל אביב - קמפוס רמת אביב 
10908 ,ניהול אסטרטגי ,הנחיה מקוונת 
10908 ,ניהול אסטרטגי ,תל אביב - קמפוס רמת אביב 
10908 ,ניהול אסטרטגי ,תל אביב - ביס אליאנס 
10908 ,ניהול אסטרטגי ,רמת גן - מכללת רמת גן 
10908 ,ניהול אסטרטגי ,רחובות - מכללת רחובות 
10688 ,ניהול התפעול 2 ,תל אביב - קמפוס רמת אביב 
10688 ,ניהול התפעול 2 ,תל אביב - קמפוס רמת אביב 
13004 ,ניהול והתנהגות ארגונית ,הנחיה מקוונת 
13004 ,ניהול והתנהגות ארגונית ,חיפה - קמפוס חיפה בנמל 
13004 ,ניהול והתנהגות ארגונית ,חיפה - קמפוס חיפה בבית בירם 
13004 ,ניהול והתנהגות ארגונית ,תל אביב - ביס אליאנס 
10777 ,ניהול טכנולוגיה וחדשנות ,הנחיה מקוונת 
10777 ,ניהול טכנולוגיה וחדשנות ,הנחיה מקוונת 
10777 ,ניהול טכנולוגיה וחדשנות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10777 ,ניהול טכנולוגיה וחדשנות ,נצרת - האוניברסיטה הפתוחה 
10777 ,ניהול טכנולוגיה וחדשנות ,כרמיאל - האוניברסיטה הפתוחה 
10777 ,ניהול טכנולוגיה וחדשנות ,חיפה - קמפוס חיפה בנמל 
,,
10777 ,ניהול טכנולוגיה וחדשנות ,חיפה - קמפוס חיפה בבית בירם 
10777 ,ניהול טכנולוגיה וחדשנות ,פתח תקוה - מכללת פתח תקוה 
10777 ,ניהול טכנולוגיה וחדשנות ,ירושלים - בית ברכה 
10777 ,ניהול טכנולוגיה וחדשנות ,תל אביב - קמפוס רמת אביב 
10777 ,ניהול טכנולוגיה וחדשנות ,תל אביב - קמפוס רמת אביב 
10777 ,ניהול טכנולוגיה וחדשנות ,תל אביב - ביס אליאנס 
10777 ,ניהול טכנולוגיה וחדשנות ,רמת גן - מכללת רמת גן 
10777 ,ניהול טכנולוגיה וחדשנות ,רמת גן - מכללת רמת גן 
10777 ,ניהול טכנולוגיה וחדשנות ,רמת גן - מכללת רמת גן 
10777 ,ניהול טכנולוגיה וחדשנות ,באר שבע - קמפוס בית יציב 
10777 ,ניהול טכנולוגיה וחדשנות ,בת ים - מכללת בת-ים 
10777 ,ניהול טכנולוגיה וחדשנות ,רחובות - מכללת רחובות 
10777 ,ניהול טכנולוגיה וחדשנות ,ראשון לציון - מכללת ראשון לציון 
10777 ,ניהול טכנולוגיה וחדשנות ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
,,
10777 ,ניהול טכנולוגיה וחדשנות ,אשדוד - מכללת אשדוד 
13005 ,ניהול פיננסי ,חיפה - קמפוס חיפה בבית בירם 
13005 ,ניהול פיננסי ,תל אביב - קמפוס רמת אביב 
10551 ,ניצולי השואה בקולנוע הישראלי ,תל אביב - קמפוס רמת אביב 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,הנחיה מקוונת 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,הנחיה מקוונת 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,כרמיאל - האוניברסיטה הפתוחה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,חיפה - קמפוס חיפה בבית בירם 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,פתח תקוה - מכללת פתח תקוה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,פתח תקוה - מכללת פתח תקוה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,אור יהודה - מכללת אור יהודה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,אור יהודה - מכללת אור יהודה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,אור יהודה - מכללת אור יהודה 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,תל אביב - קמפוס רמת אביב 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,רמת גן - מכללת רמת גן 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,באר שבע - קמפוס בית יציב 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,רחובות - מכללת רחובות 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
10582 ,נשים בחברה היהודית בארץ ישראל (1948-1882 ,אשדוד - מכללת אשדוד 
20563 ,סדנה בבסיסי-נתונים ,תל אביב - קמפוס רמת אביב 
20932 ,סדנה בהדמיה מולקולרית ,ללא מפגשי הנחיה 
20932 ,סדנה בהדמיה מולקולרית ,רעננה - האוניברסיטה הפתוחה ברעננה 
10763 ,סדנה ביחסי ציבור ,רעננה - האוניברסיטה הפתוחה ברעננה 
10763 ,סדנה ביחסי ציבור ,הנחיה מקוונת 
10763 ,סדנה ביחסי ציבור ,הנחיה מקוונת 
10763 ,סדנה ביחסי ציבור ,הנחיה מקוונת 
10763 ,סדנה ביחסי ציבור ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10763 ,סדנה ביחסי ציבור ,חיפה - קמפוס חיפה בבית בירם 
10763 ,סדנה ביחסי ציבור ,רמת גן - מכללת רמת גן 
10746 ,סדנה בעריכת וידאו בעידן דיגיטלי ,הכפר הירוק 
10746 ,סדנה בעריכת וידאו בעידן דיגיטלי ,הכפר הירוק 
20588 ,סדנה בתקשורת מחשבים ,תל אביב - קמפוס רמת אביב 
20588 ,סדנה בתקשורת מחשבים ,תל אביב - קמפוס רמת אביב 
20588 ,סדנה בתקשורת מחשבים ,תל אביב - קמפוס רמת אביב 
96297 ,סדנה לכתיבה: ממטלה לבחינה ,הנחיה מקוונת 
96036 ,סדנת אימון בכישורי למידה בכימיה ,הנחיה מקוונת 
91428 ,סדנת גישור ידע באנגלית ,הנחיה מקוונת 
91428 ,סדנת גישור ידע באנגלית ,הנחיה מקוונת 
91428 ,סדנת גישור ידע באנגלית ,נצרת - האוניברסיטה הפתוחה 
91428 ,סדנת גישור ידע באנגלית ,חיפה - קמפוס חיפה בבית בירם 
91428 ,סדנת גישור ידע באנגלית ,תל אביב - ביס אליאנס 
91463 ,סדנת הכנה בפיסיקה ,חיפה - קמפוס חיפה בבית בירם 
91463 ,סדנת הכנה בפיסיקה ,תל אביב - ביס אליאנס 
91463 ,סדנת הכנה בפיסיקה ,תל אביב - ביס אליאנס 
96282 ,סדנת הכנה לקראת כתיבת עבודה סמינריונית ,תל אביב - קמפוס רמת אביב 
96282 ,סדנת הכנה לקראת כתיבת עבודה סמינריונית ,תל אביב - ביס אליאנס 
96282 ,סדנת הכנה לקראת כתיבת עבודה סמינריונית ,תל אביב - ביס אליאנס 
96282 ,סדנת הכנה לקראת כתיבת עבודה סמינריונית ,באר שבע - קמפוס בית יציב 
96282 ,סדנת הכנה לקראת כתיבת עבודה סמינריונית ,אשדוד - מכללת אשדוד 
10618 ,סדנת עיתונאות בעידן הדיגיטלי ,תל אביב - קמפוס רמת אביב 
10618 ,סדנת עיתונאות בעידן הדיגיטלי ,תל אביב - קמפוס רמת אביב 
10618 ,סדנת עיתונאות בעידן הדיגיטלי ,רמת גן - מכללת רמת גן 
10618 ,סדנת עיתונאות בעידן הדיגיטלי ,באר שבע - קמפוס בית יציב 
10749 ,סדנת רדיו ,הכפר הירוק 
10749 ,סדנת רדיו ,הכפר הירוק 
10806 ,סדנת תסריטאות למתחילים ,הנחיה מקוונת 
10806 ,סדנת תסריטאות למתחילים ,הנחיה מקוונת 
10695 ,סימולציה למהנדסי תעשייה ,הנחיה מקוונת 
10695 ,סימולציה למהנדסי תעשייה ,חיפה - קמפוס חיפה בנמל 
,,
10695 ,סימולציה למהנדסי תעשייה ,תל אביב - קמפוס רמת אביב 
20927 ,סמינר באבטחת המרחב המקוון ,קבוצת קורס ארצית 
20390 ,סמינר באלגוריתמים ,קבוצת קורס ארצית 
20369 ,סמינר באנליזה נומרית ,קבוצת קורס ארצית 
20552 ,סמינר בביו-אינפורמטיקה ,קבוצת קורס ארצית 
20922 ,סמינר בבינה חישובית ,תל אביב - ביס אליאנס 
20372 ,סמינר בבינה מלאכותית ,קבוצת קורס ארצית 
20368 ,סמינר בהנדסת תוכנה ,קבוצת קורס ארצית 
20370 ,סמינר בחישוביות ,קבוצת קורס ארצית 
20583 ,סמינר במערכות מקביליות ,קבוצת קורס ארצית 
20381 ,סמינר במתמטיקה ,קבוצת קורס ארצית 
20375 ,סמינר בנושא מיוחד במדעי המחשב ,קבוצת קורס ארצית 
20374 ,סמינר בקריפטוגרפיה ,קבוצת קורס ארצית 
20388 ,סמינר בתקשורת/אלגוריתמים מבוזרים ,קבוצת קורס ארצית 
20921 ,סמינר מצטיינים במדעי המחשב ובקוגניציה ,קבוצת קורס ארצית 
22945 ,סמינר: גרפיקה ממוחשבת ,קבוצת קורס ארצית 
22944 ,סמינר: דחיסת תמונות באמצעות פרקטלים ,קבוצת קורס ארצית 
22943 ,סמינר: מחקר בהוראת מדעי המחשב ,קבוצת קורס ארצית 
22947 ,סמינר: נושאים מתקדמים בבסיסי-נתונים ,קבוצת קורס ארצית 
22949 ,סמינר: נושאים מתקדמים במדעי המחשב ,קבוצת קורס ארצית 
22946 ,סמינר: נושאים נבחרים בסימולציה ,קבוצת קורס ארצית 
22941 ,סמינר: נושאים תאורטיים במדעי המחשב ,קבוצת קורס ארצית 
91462 ,עברית כשפה שנייה ,סחנין - מרכז האוניברסיטה הפתוחה 
91462 ,עברית כשפה שנייה ,נצרת - האוניברסיטה הפתוחה 
20116 ,עולם הכימיה ,הנחיה מקוונת 
20116 ,עולם הכימיה ,הנחיה מקוונת 
20116 ,עולם הכימיה ,חיפה - קמפוס חיפה בבית בירם 
20116 ,עולם הכימיה ,תל אביב - קמפוס רמת אביב 
20116 ,עולם הכימיה ,תל אביב - קמפוס רמת אביב 
20116 ,עולם הכימיה ,רמת גן - מכללת רמת גן 
20116 ,עולם הכימיה ,באר שבע - קמפוס בית יציב 
10848 ,עיתונאות בעידן הדיגיטלי: סדנה והתמחות ,הנחיה מקוונת 
10848 ,עיתונאות בעידן הדיגיטלי: סדנה והתמחות ,ללא מפגשי הנחיה 
10938 ,על פרשת דרכים: יהודי רוסיה ,הנחיה מקוונת 
10938 ,על פרשת דרכים: יהודי רוסיה ,בית ברל - מכללת בית ברל 
10938 ,על פרשת דרכים: יהודי רוסיה ,בית ברל - מכללת בית ברל 
10938 ,על פרשת דרכים: יהודי רוסיה ,תל אביב - ביס אליאנס 
10742 ,עלייתה ונפילתה של הקיסרות הסינית ,הנחיה מקוונת 
10742 ,עלייתה ונפילתה של הקיסרות הסינית ,חיפה - קמפוס חיפה בבית בירם 
10742 ,עלייתה ונפילתה של הקיסרות הסינית ,תל אביב - ביס אליאנס 
10742 ,עלייתה ונפילתה של הקיסרות הסינית ,רמת גן - מכללת רמת גן 
13036 ,עקרונות ועיקרים במיסוי הכנסה ,תל אביב - קמפוס רמת אביב 
13036 ,עקרונות ועיקרים במיסוי הכנסה ,הנחיה מקוונת 
20202 ,פילוסופיה של המדע ,תל אביב - ביס אליאנס 
10493 ,פסיכולוגיה התפתחותית ,הנחיה מקוונת 
10493 ,פסיכולוגיה התפתחותית ,הנחיה מקוונת 
10493 ,פסיכולוגיה התפתחותית ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10493 ,פסיכולוגיה התפתחותית ,כרמיאל - האוניברסיטה הפתוחה 
10493 ,פסיכולוגיה התפתחותית ,חיפה - קמפוס חיפה בבית בירם 
10493 ,פסיכולוגיה התפתחותית ,רעננה - האוניברסיטה הפתוחה ברעננה 
10493 ,פסיכולוגיה התפתחותית ,ואדי ערה - קמפוס ואדי ערה 
10493 ,פסיכולוגיה התפתחותית ,פתח תקוה - מכללת פתח תקוה 
10493 ,פסיכולוגיה התפתחותית ,תל אביב - קמפוס רמת אביב 
10493 ,פסיכולוגיה התפתחותית ,תל אביב - ביס אליאנס 
10493 ,פסיכולוגיה התפתחותית ,רמת גן - מכללת רמת גן 
10493 ,פסיכולוגיה התפתחותית ,רמת גן - מכללת רמת גן 
10493 ,פסיכולוגיה התפתחותית ,באר שבע - קמפוס בית יציב 
10493 ,פסיכולוגיה התפתחותית ,רחובות - מכללת רחובות 
10493 ,פסיכולוגיה התפתחותית ,ראשון לציון - מכללת ראשון לציון 
10493 ,פסיכולוגיה התפתחותית ,רמלה -האוניברסיטה הפתוחה-קרן רמלה לחינוך 
10493 ,פסיכולוגיה התפתחותית ,אשדוד - מכללת אשדוד 
10619 ,פסיכופתולוגיה ,הנחיה מקוונת 
10619 ,פסיכופתולוגיה ,הנחיה מקוונת 
,,
10619 ,פסיכופתולוגיה ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10619 ,פסיכופתולוגיה ,חיפה - קמפוס חיפה בבית בירם 
10619 ,פסיכופתולוגיה ,פתח תקוה - מכללת פתח תקוה 
10619 ,פסיכופתולוגיה ,תל אביב - קמפוס רמת אביב 
10619 ,פסיכופתולוגיה ,תל אביב - ביס אליאנס 
10619 ,פסיכופתולוגיה ,רמת גן - מכללת רמת גן 
10619 ,פסיכופתולוגיה ,רמת גן - מכללת רמת גן 
10619 ,פסיכופתולוגיה ,באר שבע - קמפוס בית יציב 
10328 ,פעילות גומלין בכיתה ,הנחיה מקוונת 
10328 ,פעילות גומלין בכיתה ,ירושלים - שלוחת המכללה למדעי הספורט 
10328 ,פעילות גומלין בכיתה ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10328 ,פעילות גומלין בכיתה ,סחנין - מרכז האוניברסיטה הפתוחה 
10328 ,פעילות גומלין בכיתה ,מרכז הגולן 
10328 ,פעילות גומלין בכיתה ,נצרת - האוניברסיטה הפתוחה 
10328 ,פעילות גומלין בכיתה ,חיפה - קמפוס חיפה בבית בירם 
10328 ,פעילות גומלין בכיתה ,ואדי ערה - קמפוס ואדי ערה 
10328 ,פעילות גומלין בכיתה ,בית ברל - המכללה הקהילתית 
10328 ,פעילות גומלין בכיתה ,תל אביב - ביס אליאנס 
10328 ,פעילות גומלין בכיתה ,רמת גן - מכללת רמת גן 
10328 ,פעילות גומלין בכיתה ,באר שבע - קמפוס בית יציב 
10328 ,פעילות גומלין בכיתה ,עכו - שלוחת המכללה למדעי הספורט 
20577 ,פרויקט מחקר בכימיה ,קבוצת קורס ארצית 
20576 ,פרויקט מחקר במדעי החיים ,קבוצת קורס ארצית 
20575 ,פרויקט מחקר במדעי כדור הארץ ,קבוצת קורס ארצית 
20578 ,פרויקט מחקר בפיסיקה ,קבוצת קורס ארצית 
20382 ,פרויקט מתקדם בפיסיקה א ,קבוצת קורס ארצית 
20383 ,פרויקט מתקדם בפיסיקה ב ,קבוצת קורס ארצית 
10609 ,"פרויקט שטח: מדיניות מרחבית, קרקע ותכנון ",שפרעם - מכללת אפאק 
10609 ,"פרויקט שטח: מדיניות מרחבית, קרקע ותכנון ",חיפה - קמפוס חיפה בנמל 
10609 ,"פרויקט שטח: מדיניות מרחבית, קרקע ותכנון ",תל אביב - קמפוס רמת אביב 
20117 ,צפונות כדור-הארץ ,רעננה - האוניברסיטה הפתוחה ברעננה 
10817 ,קהילות באגן הים התיכון ,הנחיה מקוונת 
10817 ,קהילות באגן הים התיכון ,ללא מפגשי הנחיה 
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",רעננה - האוניברסיטה הפתוחה ברעננה 
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",הנחיה מקוונת 
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",חיפה - קמפוס חיפה בבית בירם 
,,
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",תל אביב - קמפוס רמת אביב 
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",רמת גן - מכללת רמת גן 
91440 ,"קורס הכנה לבחינת ""פטור"" בהנהלת חשבונות ",ראשון לציון - מכללת ראשון לציון 
20591 ,קורס סמינר בנושא מיוחד במדעי כדור הארץ ,קבוצת קורס ארצית 
20590 ,קורס סמינריוני בנושא מיוחד במדעי החיים ,קבוצת קורס ארצית 
10436 ,ראשיתה של אירופה ,הנחיה מקוונת 
10436 ,ראשיתה של אירופה ,תל אביב - קמפוס רמת אביב 
10436 ,ראשיתה של אירופה ,באר שבע - קמפוס בית יציב 
10286 ,רגרסיה וניתוח שונות ,הנחיה מקוונת 
10286 ,רגרסיה וניתוח שונות ,תל אביב - קמפוס רמת אביב 
10286 ,רגרסיה וניתוח שונות ,תל אביב - ביס אליאנס 
10286 ,רגרסיה וניתוח שונות ,רמת גן - מכללת רמת גן 
13902 ,רגשות בארגונים ,תל אביב - קמפוס רמת אביב 
13902 ,רגשות בארגונים ,באר שבע - קמפוס בית יציב 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,הנחיה מקוונת 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,חיפה - קמפוס חיפה בנמל 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,ואדי ערה - קמפוס ואדי ערה 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,מודיעין - המרכז הרב תחומי 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,מודיעין - המרכז הרב תחומי 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,אור יהודה - מכללת אור יהודה 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,תל אביב - קמפוס רמת אביב 
12018 ,שביתה ומאבקים מקצועיים בדמוקרטיות ,אילת - האוניברסיטה הפתוחה 
10807 ,שונות בחינוך ,הנחיה מקוונת 
10807 ,שונות בחינוך (שפה – ערבית) ,ירושלים - שלוחת המכללה למדעי הספורט 
10807 ,שונות בחינוך (שפה – ערבית) ,ירושלים - קמפוס ירושלים בגן הטכנולוגי 
10807 ,שונות בחינוך (שפה – ערבית) ,ירושלים - המכללה הקהילתית בית חנינה 
10807 ,שונות בחינוך (שפה – ערבית) ,סחנין - מרכז האוניברסיטה הפתוחה 
10807 ,שונות בחינוך ,מרכז הגולן 
10807 ,שונות בחינוך ,המכללה הישראלית למדעי הספורט - סחנין 
10807 ,שונות בחינוך ,נצרת - האוניברסיטה הפתוחה 
10807 ,שונות בחינוך (שפה – ערבית) ,חיפה - קמפוס חיפה בבית בירם 
10807 ,שונות בחינוך ,חיפה - קמפוס חיפה בבית בירם 
10807 ,שונות בחינוך (שפה – ערבית) ,ואדי ערה - קמפוס ואדי ערה 
